"ENGLP_2016","Proficiency","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2016","2016",75,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2006","2006",14,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2011","2011",32,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2016","2016",59,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2006","2006",26,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2011","2011",37,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2016","2016",61,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2006","2006",11,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2016","2016",5,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2006","2006",14,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","40703","Murray and Mallee","2016","2016",3,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",120,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",134,,
"1","Speaks English only","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",105,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",77,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",69,,
"1","Speaks English only","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",55,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",13,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",10,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",13,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",9,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",13,,
"2","Speaks other language and speaks English: Very well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",13,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",3,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",10,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",9,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",7,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",13,,
"3","Speaks other language and speaks English: Well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",4,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",3,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",4,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",4,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",3,,
"4","Speaks other language and speaks English: Not well","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",4,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A30","30 - 34","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",0,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",408,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",427,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",395,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",276,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",305,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",311,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",70,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",117,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",157,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",62,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",79,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",133,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",33,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",52,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",66,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",37,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",53,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",78,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",6,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",21,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",15,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",12,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",23,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",23,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",5,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",4,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",2125,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",2002,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",1702,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",2333,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",2276,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",1883,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",88,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",97,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",97,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",95,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",115,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",125,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",8,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",18,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",21,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",15,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",27,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",36,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",0,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",3,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",3,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",6,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",9,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",0,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",898,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",756,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",624,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",983,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",837,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",767,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",152,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",179,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",258,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",183,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",220,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",296,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",36,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",48,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",132,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",48,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",86,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",170,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",7,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",16,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",27,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",24,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",26,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",57,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",4,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",4,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",1065,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",1019,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",876,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",1115,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",972,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",922,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",397,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",370,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",393,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",436,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",389,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",419,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",81,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",126,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",188,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",103,,
